0    0 
0    0 
0.149444     0.079957  
0.090313     0.787048  
0.187951     0.378187  
0.187951     0.378187  
0.205497     0.345896  
0.244848     0.939530  
0.403810     0.885509  
0.554234     0.636314  
0.549324     0.659880  
0.572421     0.633254  
0.601863     0.602276  
0.601863     0.602276  
0.681098     0.534678  
0.964396     0.377613  
0.714132     0.553032  
0.817166     0.483302  
0.745628     0.552428  
0.767059     0.536994  
0.767059     0.536994  
0.810496     0.516445  
1.028283     0.407063  
0.910806     0.459567  
0.956436     0.445965  
1.150019     0.370895  
0.977948     0.444711  
0.986315     0.463244  
1.096453     0.342903  
1.015526     0.394127  
1.027661     0.391290  
1.076097     0.373678  
1.230934     0.217423  
1.131824     0.236462  
1.131824     0.236462  
1.150019     0.232721  
1.230934     0.217423  
1.447143     0.184939  
1.453394     0.195755  
1.470270     0.197800  
1.473425     0.388325  
1.614071     0.354488  
1.635673     0.337211  
1.615072     0.367023  
1.735456     0.341564  
1.759149     0.336964  
1.759149     0.336964  
2.027459     0.396194  
2.302547     0.348860  
2.302309     0.348999  
2.402482     0.334447  
2.340932     0.343241  
2.364817     0.342010  
2.400911     0.336868  
2.400911     0.336868  
2.402482     0.336648  
2.436178     0.342587  
2.553794     0.326809  
2.484523     0.345707  
2.508837     0.351414  
2.576010     0.333626  
2.818289     0.304946  
2.576010     0.333626  
2.608317     0.349466  
2.697381     0.337928  
2.697381     0.337928  
2.740249     0.359343  
2.813419     0.353459  
2.835959     0.350650  
2.967620     0.335093  
2.861975     0.347463  
2.879838     0.352519  
2.900606     0.388637  
2.972436     0.377625  
2.985945     0.375917  
2.972436     0.377625  
2.985945     0.375917  
3.190270     0.353839  
3.201312     0.352619  
3.201312     0.352619  
3.206667     0.373152  
3.319963     0.360418  
3.312151     0.363627  
3.373999     0.356961  
3.343362     0.369396  
3.477554     0.355141  
3.381740     0.365203  
3.422630     0.364650  
3.435669     0.387648  
3.598703     0.341282  
3.781469     0.324787  
3.598703     0.341282  
3.650049     0.336481  
3.757988     0.333065  
3.824396     0.327281  
3.808610     0.328638  
3.824396     0.327281  
3.988165     0.319475  
4.010632     0.320702  
4.016679     0.403413  
4.128067     0.397101  
4.132787     0.477810  
4.362591     0.398501  
4.303544     0.472572  
4.486785     0.375302  
4.399326     0.482163  
4.623487     0.458786  
4.812120     0.390364  
4.731215     0.398110  
4.732481     0.482144  
4.873995     0.468145  
4.943982     0.438632  
4.906266     0.457441  
4.925201     0.474749  
5.007332     0.466962  
5.092696     0.440655  
5.061325     0.464790  
5.088408     0.466530  
5.117428     0.463884  
5.157034     0.460321  
5.193165     0.457119  
5.211094     0.455546  
5.214066     0.455286  
5.214066     0.455286  
